 3.12346	 3.5 
 4.12346	 10.5 
 5.12346	 31.5 
 6.12346	 94.5 
 7.12346	 283.5 
 8.12346	 850.5 
 9.12346	 2551.5 
 10.1235	 7654.5 
 11.1235	 22963.5 
 12.1235	 68890.5 
 13.1235	 206672 
 14.1235	 620014 
 15.1235	 1.86004e+06 
 16.1235	 5.58013e+06 
 17.1235	 1.67404e+07 
 18.1235	 5.02212e+07 
 19.1235	 1.50664e+08 
 20.1235	 4.51991e+08 
 21.1235	 1.35597e+09 
 22.1235	 4.06792e+09 
 23.1235	 1.22037e+10 
 24.1235	 3.66112e+10 
 25.1235	 1.09834e+11 
 26.1235	 3.29501e+11 
 27.1235	 9.88503e+11 
 28.1235	 2.96551e+12 
 29.1235	 8.89653e+12 
 30.1235	 2.66896e+13 
 31.1235	 8.00688e+13 
 32.1235	 2.40206e+14 
 33.1235	 7.20619e+14 
 34.1235	 2.16186e+15 
 35.1235	 6.48557e+15 
 36.1235	 1.94567e+16 
 37.1235	 5.83701e+16 
 38.1235	 1.7511e+17 
 39.1235	 5.25331e+17 
 40.1235	 1.57599e+18 
 41.1235	 4.72798e+18 
 42.1235	 1.41839e+19 
 43.1235	 4.25518e+19 
 44.1235	 1.27655e+20 
 45.1235	 3.82966e+20 
 46.1235	 1.1489e+21 
 47.1235	 3.4467e+21 
 48.1235	 1.03401e+22 
 49.1235	 3.10203e+22 
 50.1235	 9.30609e+22 
 51.1235	 2.79183e+23 
 52.1235	 8.37548e+23 
 53.1235	 2.51264e+24 
 54.1235	 7.53793e+24 
 55.1235	 2.26138e+25 
 56.1235	 6.78414e+25 
 57.1235	 2.03524e+26 
 58.1235	 6.10572e+26 
 59.1235	 1.83172e+27 
 60.1235	 5.49515e+27 
 61.1235	 1.64855e+28 
 62.1235	 4.94564e+28 
 63.1235	 1.48369e+29 
 64.1235	 4.45107e+29 
 65.1235	 1.33532e+30 
 66.1235	 4.00596e+30 
 67.1235	 1.20179e+31 
 68.1235	 3.60537e+31 
 69.1235	 1.08161e+32 
 70.1235	 3.24483e+32 
 71.1235	 9.73449e+32 
 72.1235	 2.92035e+33 
 73.1235	 8.76104e+33 
 74.1235	 2.62831e+34 
 75.1235	 7.88494e+34 
 76.1235	 2.36548e+35 
 77.1235	 7.09645e+35 
 78.1235	 2.12893e+36 
 79.1235	 6.3868e+36 
 80.1235	 1.91604e+37 
 81.1235	 5.74812e+37 
 82.1235	 1.72444e+38 
 83.1235	 5.17331e+38 
 84.1235	 1.55199e+39 
 85.1235	 4.65598e+39 
 86.1235	 1.39679e+40 
 87.1235	 4.19038e+40 
 88.1235	 1.25711e+41 
 89.1235	 3.77134e+41 
 90.1235	 1.1314e+42 
 91.1235	 3.39421e+42 
 92.1235	 1.01826e+43 
 93.1235	 3.05479e+43 
 94.1235	 9.16436e+43 
 95.1235	 2.74931e+44 
 96.1235	 8.24793e+44 
 97.1235	 2.47438e+45 
 98.1235	 7.42313e+45 
 99.1235	 2.22694e+46 
 100.123	 6.68082e+46 
 101.123	 2.00425e+47 
 102.123	 6.01274e+47 
